abandon;B2;оставлять, покидать;отказываться
absolute;B2;абсолютный;безусловный
absorb;B2;впитывать;поглощать
abstract;B2;отвлечённый;абстрактный
academic;B2;академический;
accent;B2;акцент;произношение
acceptable;B2;приемлемый;допустимый
accidentally;B2;случайно;нечаянно
accommodate;B2;вмещать;приспосабливать
accompany;B2;сопровождать;сопутствовать
accomplish;B2;выполнять;достигать
account;B2;счёт;расчёт
accountant;B2;бухгалтер;счетовод
accuracy;B2;точность;правильность
accurate;B2;точный;верный
accurately;B2;точно;безошибочно
accuse;B2;обвинять;предъявлять обвинение
acid;B2;кислота;едкий
acknowledge;B2;признавать;подтверждать
acquire;B2;приобретать;обзаводиться
activate;B2;активизировать;приводить в действие
activist;B2;активист;энергичный
actual;B2;фактический;реальный
acute;B2;острый;резкий
adapt;B2;приспосабливаться;адаптироваться
adaptation;B2;приспособление;адаптация
addiction;B2;пагубная привычка;зависимость
additional;B2;дополнительный;добавочный
additionally;B2;Кроме того;дополнительно
address;B2;адрес;обращаться
adequate;B2;адекватный;соответствующий
adequately;B2;адекватно;достаточно
adhere;B2;придерживаться;твёрдо держаться
adjacent;B2;соседний;смежный
adjust;B2;приспосабливаться;регулировать
adjustment;B2;регулировка;внесение поправок
administer;B2;управлять;применять
administration;B2;администрация;управление
administrative;B2;административный;управленческий
administrator;B2;администратор;управляющий
admission;B2;доступ;вход
adolescent;B2;подросток;юношеский
adopt;B2;усыновлять;принимать
adoption;B2;усыновление;принятие
advance;B2;развиваться;делать успехи
adverse;B2;враждебный;отрицательный
advocate;B2;адвокат;отстаивать
aesthetic;B2;эстетический;чувственный
affair;B2;роман;дела
affection;B2;привязанность;любовь
affordable;B2;возможный;по средствам
aftermath;B2;последствия;последствие
afterwards;B2;впоследствии;позднее
agency;B2;агентство;деятельность
agenda;B2;повестка дня;программа
aggression;B2;агрессия;нападение
aggressive;B2;агрессивный;энергичный
agricultural;B2;сельскохозяйственный;аграрный
agriculture;B2;сельское хозяйство;земледелие
aid;B2;помощь;поддержка
aide;B2;помощник;ассистент
AIDS;B2;СПИД;вспомогательные средства
aircraft;B2;летательный аппарат;воздушное судно
alarm;B2;тревога;сигнал тревоги
albeit;B2;хотя;тем не менее
alert;B2;бдительный;настороженный
alien;B2;иностранец;чужой
align;B2;выравнивать;выстраивать в линию
alignment;B2;выравнивание;регулировка
alike;B2;одинаково;подобно
allegation;B2;утверждение (обычно голословное);обвинение
allege;B2;утверждать;ссылаться
allegedly;B2;якобы;будто бы
alliance;B2;союз;объединение
allocate;B2;распределять;размещать
allocation;B2;распределение;размещение
allowance;B2;денежное пособие;допущение
ally;B2;союзник;друг
alongside;B2;около;бок о бок
alter;B2;изменять;переделывать
altogether;B2;в общем;вообще
aluminium;B2;алюминий;алюминиевый
amateur;B2;любительский;любитель
ambassador;B2;посол;представитель
ambulance;B2;машина скорой помощи;скорая помощь
amend;B2;вносить изменения;исправлять
amendment;B2;поправка;изменение
amid;B2;среди;между
amount;B2;количество;величина
amusing;B2;забавный;занимательный
analogy;B2;аналогия;сходство
analyst;B2;аналитик;исследователь
ancestor;B2;предок;прародитель
anchor;B2;якорь;
angel;B2;ангел;
anger;B2;злость;гнев
animation;B2;анимация;воодушевление
annually;B2;ежегодно;ежегодно, раз/один раз в год
anonymous;B2;анонимный;безымянный
anticipate;B2;предчувствовать;ожидать
anxiety;B2;беспокойство, тревога;беспокойство
apology;B2;извинение;оправдание
applicant;B2;кандидат;претендент
appropriately;B2;подходящим образом;уместно
arrow;B2;стрела;стрелка
artwork;B2;произведение искусства;иллюстрации
aside;B2;в сторону;отдельно
asset;B2;актив;имущество
assign;B2;назначать;определять на должность
assistance;B2;содействие;помощь
assumption;B2;предположение;вступление (в должность)
assure;B2;уверять;гарантировать
astonishing;B2;удивительный;изумительный
attachment;B2;верность, привязанность;верность
auction;B2;аукцион;торг
audio;B2;аудио;
automatic;B2;автоматический;непроизвольный
automatically;B2;автоматически;машинально, непроизвольно
awareness;B2;осведомленность;осознание
awkward;B2;неуклюжий, неловкий, неудобный;неуклюжий
badge;B2;значок;символ
balanced;B2;уравновешенный;сбалансированный
ballet;B2;балет;
balloon;B2;воздушный шар;раздуваться
barely;B2;едва;едва ли
bargain;B2;сделка;соглашение
basement;B2;подвал;фундамент
basket;B2;корзина;корзинка
bat;B2;летучая мышь;бита
beneficial;B2;полезный;выгодный
beside;B2;рядом;около
besides;B2;кроме, за исключением;Кроме того
bias;B2;предубеждение;предвзятость
bid;B2;предлагать цену;
biological;B2;биологический;биологические
blame;B2;обвинять;порицать
blanket;B2;покров;шерстяное одеяло
blind;B2;слепой;штора
blow;B2;дуть;
bold;B2;смелый;наглый
bombing;B2;бомбометание;бомбежка
bond;B2;связь;облигация
booking;B2;бронирование;заказ
boost;B2;увеличение;форсирование
border;B2;граница;край
bound;B2;обязанный;связанный
breast;B2;грудь;грудь (женская)
brick;B2;кирпич;
brief;B2;короткий;недолгий
briefly;B2;кратко;сжато
broad;B2;широкий;обширный
broadcast;B2;Трансляция;вещать
broadcaster;B2;диктор;вещательная компания
broadly;B2;широко;откровенно
budget;B2;бюджет;запас
bug;B2;жук;технический дефект
bullet;B2;пуля;маркер
bunch;B2;связка;группа
burn;B2;обжечься;гореть
bush;B2;куст;кустарник
but;B2;но;кроме
cabin;B2;кабина;каюта
cable;B2;канат;кабель
calculate;B2;вычислять;рассчитывать
canal;B2;канал (искусственный);
cancel;B2;отменять;отменить
cancer;B2;рак;бедствие
candle;B2;свеча;свечка
capable;B2;способный;допускающий
capacity;B2;возможность;способность
capture;B2;захватить;поймать
carbon;B2;углерод;
cast;B2;бросать;отбрасывать
casual;B2;случайный;повседневная одежда
catch;B2;ловить;поймать
cave;B2;пещера;сдаваться
cell;B2;клетка;ячейка
certainty;B2;уверенность;несомненный факт
certificate;B2;аттестат, сертификат;сертификат
chain;B2;цепь;привязывать
chair;B2;стул;кресло
chairman;B2;председатель;президент
challenge;B2;вызов;сложная задача
challenging;B2;требующий напряжения;сложный
championship;B2;чемпионат;соревнование
characteristic;B2;характерная черта;характерный
charming;B2;очаровательный;прелестный
chart;B2;диаграмма;график
chase;B2;гнаться;погоня
cheek;B2;щека;
cheer;B2;ободрять;создавать хорошее настроение
choir;B2;хор;церковный хор
chop;B2;отбивная;рубить
circuit;B2;схема;цепь
civilization;B2;цивилизация;цивилизованный мир
clarify;B2;прояснять;вносить ясность
classify;B2;классифицировать;систематизировать
clerk;B2;работник;торговый служащий
cliff;B2;скала;крутой обрыв
clinic;B2;клиника;лечебница
clip;B2;зажим;обрезать
coincidence;B2;совпадение;случайное стечение обстоятельств
collector;B2;сборщик;коллекционер
colony;B2;колония;поселение
colourful;B2;красочный;яркий
comic;B2;комический;комикс
commander;B2;командир;начальник
comparative;B2;сравнительный;относительный
completion;B2;завершение;окончание
compose;B2;составлять;сочинять
composer;B2;композитор;сочинитель
compound;B2;состав;составной, сложный
comprehensive;B2;всесторонний;всеобъемлющий
comprise;B2;содержать;включать
compulsory;B2;принудительный;обязательный
concrete;B2;бетон;конкретный
confess;B2;признаться;исповедаться
confusion;B2;смятение;замешательство
consequently;B2;следовательно;в результате
conservation;B2;сохранение;заповедник
considerable;B2;значительный;существенный
considerably;B2;значительно;изрядно
consistently;B2;согласно;последовательно
conspiracy;B2;заговор;тайный сговор
consult;B2;советоваться;принимать во внимание
consultant;B2;консультант;советник
consumption;B2;потребление;расход
controversial;B2;спорный;дискуссионный
controversy;B2;спор;полемика
convenience;B2;удобство;комфорт
convention;B2;соглашение;конвенция
conventional;B2;общепринятый;традиционный
convert;B2;преобразовывать;превращать
convey;B2;передавать;выражать
convinced;B2;убеждённый;уверенный
convincing;B2;убедительный;убеждение
cope;B2;справиться;выдержать
core;B2;ядро;сердечник
corporate;B2;корпоративный;общий
corporation;B2;корпорация;
corridor;B2;коридор;проход
council;B2;совет;совещание
counter;B2;прилавок;стойка
county;B2;округ;графство
courage;B2;мужество;смелость
coverage;B2;покрытие;зона действия
crack;B2;трескаться;ломаться
craft;B2;ремесло;профессия
crash;B2;крушение;Сбой
creation;B2;создание;творчество
creativity;B2;творчество;творение созидание
creature;B2;живое существо;создание
credit;B2;кредит;доверие
crew;B2;команда;экипаж
crisis;B2;кризис;перелом
criterion;B2;критерий;мерило
critic;B2;критик;критический
critical;B2;решающий;критический
critically;B2;критически;серьезно
criticism;B2;критика;неблагоприятная оценка
criticize;B2;критиковать;осуждать, критиковать
crop;B2;урожай;обрезать
crucial;B2;решающий;ключевой
cruise;B2;прогуливаться;морское путешествие
cry;B2;плакать;кричать
cue;B2;намёк;реплика
cure;B2;лекарство;лечение
curious;B2;любопытный;любознательный
current;B2;текущий;теперешний
curriculum;B2;учебный план;курс обучения
curve;B2;изгиб;кривая
curved;B2;кривой;изогнутый
cute;B2;привлекательный;миловидный
dairy;B2;молочные продукты;молочный магазин
dare;B2;осмеливаться, сметь;отважиться
darkness;B2;темнота;мрак
database;B2;база данных;
date;B2;дата;разг. Свидание
deadline;B2;крайний срок;
deadly;B2;смертельный;Беспощадный
dealer;B2;торговец;дилер
debate;B2;обсуждать;дебаты
debt;B2;долг;задолженность
decent;B2;порядочный;приличный
deck;B2;палуба;колода (карт)
declare;B2;заявлять;провозглашать
decline;B2;спад;падение
decoration;B2;украшение;отделка интерьера
decrease;B2;понижаться;убывать
deeply;B2;глубоко;серьезно
defeat;B2;поражение;наносить поражение
defence;B2;защита;оборона
defend;B2;защищать;оборонять
defender;B2;защитник;
delay;B2;задержка;приостановка
delete;B2;удалять;стирать
deliberate;B2;умышленный;преднамеренный
deliberately;B2;умышленно;нарочно
delight;B2;восторг;удовольствие
delighted;B2;восхищенный;довольный
delivery;B2;доставка;передача
demand;B2;требовать;требование
democracy;B2;демократия;демократическое государство
democratic;B2;демократический;демократичный
demonstrate;B2;демонстрировать;показывать
demonstration;B2;доказательство;демонстрация
deny;B2;отрицать;отказываться
depart;B2;отправляться;уезжать
dependent;B2;зависимый;подвластный
deposit;B2;депозит;отдавать на хранение
depressed;B2;подавленный;унылый
depressing;B2;гнетущий;депрессивный
depression;B2;депрессия;уныние
depth;B2;глубина;глубь
derive;B2;получать;Извлекать
desert;B2;пустыня;покидать
deserve;B2;заслуживать;быть достойным
desire;B2;желание;страсть
desperate;B2;отчаянный;безнадежный
desperately;B2;отчаянно;безрассудно
destruction;B2;разрушение;разорение
detail;B2;деталь;подробный
detailed;B2;подробный;детальный
detect;B2;обнаруживать;выявлять
determination;B2;определение;решимость
devote;B2;посвящать;уделять
differ;B2;отличаться;различаться
dig;B2;копать;рыть
disability;B2;неспособность;инвалидность
disabled;B2;нетрудоспособный;инвалид
disagreement;B2;расхождение во мнениях;разногласие
disappoint;B2;разочаровывать;не оправдывать (ожиданий)
disappointment;B2;разочарование;досада
disc;B2;диск;межпозвоночный диск
discipline;B2;дисциплина;порядок
discount;B2;скидка;игнорировать
discourage;B2;отбивать охоту;отговаривать
dishonest;B2;нечестный;непорядочный
dismiss;B2;отклонять;увольнять
disorder;B2;беспорядок;нарушение
display;B2;показывать;дисплей
distant;B2;далёкий;давний
distinct;B2;определённый;отчётливый
distinguish;B2;различать;отличать
distract;B2;отвлекать;рассеивать
distribute;B2;распределять;распространять
