ability;A2;способность;физическая возможность
able;A2;способный;умеющий
abroad;A2;за границей;
academic;A2;академический;учебный
accept;A2;принимать;соглашаться
access;A2;доступ;проход
accident;A2;авария;несчастный случай
accommodation;A2;жилье;место пребывания
according;A2;согласно;в соответствии
account;A2;счёт;расчёт
achieve;A2;достигать;добиваться
achievement;A2;достижение;успех
act;A2;действовать;акт
active;A2;активный;действующий
actually;A2;на самом деле;фактически
addition;A2;дополнение;сложение
admire;A2;восхищаться;обожать
admit;A2;допускать;признавать
adult;A2;взрослый;совершеннолетний
advanced;A2;продвинутый;передовой
advantage;A2;преимущество;выгода
adventure;A2;приключение;событие
advertise;A2;рекламировать;объявлять
advertisement;A2;реклама;объявление
advertising;A2;рекламирование;рекламное дело
advise;A2;советовать;уведомлять
affect;A2;оказывать воздействие;влияние
afford;A2;позволить себе;быть в состоянии
after;A2;после;потом
against;A2;против;перед
age;A2;возраст;век
aged;A2;старый;в возрасте
agent;A2;агент;представитель
agreement;A2;договор;соглашение
ah;A2;ах;
ahead;A2;впереди;вперёд
aim;A2;цель;стремиться
airline;A2;авиакомпания;авиалиния
alarm;A2;тревога;сигнал тревоги
album;A2;альбом;
alcohol;A2;алкоголь;спирт
alcoholic;A2;алкогольный;алкоголик
alive;A2;живой;бодрый
all;A2;все;весь
all;A2;все;весь
allow;A2;позволять;разрешать
almost;A2;почти;едва не
alone;A2;одинокий;один
along;A2;вдоль;вместе
already;A2;уже;
alternative;A2;альтернатива;выбор
alternative;A2;альтернатива;выбор
although;A2;хотя;не смотря на
amazed;A2;изумленный;пораженный
ambition;A2;цель;амбиция, тщеславие
ambitious;A2;целеустремлённый;амбициозный
among;A2;среди;между
amount;A2;количество;величина
analyse;A2;анализировать;исследовать
analysis;A2;анализ;исследование
ancient;A2;древний;античный
ankle;A2;лодыжка;щиколотка
announce;A2;объявлять;давать знать
announcement;A2;объявление;сообщение
annoy;A2;раздражать;надоедать
annoyed;A2;раздражённый;раздосадованный
annoying;A2;надоедливый;раздражающий
any;A2;любой;всякий
apart;A2;отдельно;в стороне
apologize;A2;извиняться;приносить извинения
application;A2;применение;приложение
appointment;A2;условленная встреча;свидание
appreciate;A2;высоко ценить;оценивать
approximately;A2;примерно;приблизительно
arrest;A2;арестовывать;задерживать
arrival;A2;прибытие;приезд
assignment;A2;назначение;задание
assist;A2;помогать;содействовать
atmosphere;A2;атмосфера;обстановка
attach;A2;прикреплять;прикладывать
attitude;A2;отношение;позиция
attract;A2;привлекать;притягивать
attraction;A2;достопримечательность;притягательность
authority;A2;власть;авторитет
average;A2;средний;обычный
award;A2;награда;премия
aware;A2;осведомлённый;знающий
backwards;A2;в обратном направлении;назад
badly;A2;плохо;дурно
bake;A2;печь;запекать
balance;A2;баланс;равновесие
ban;A2;запрещать;запрет
bank;A2;берег;банк
bar;A2;бар;плитка шоколада
base;A2;основывать, базироваться;основа
baseball;A2;бейсбол;
based;A2;основанный;базируется
basic;A2;главный;базовый
basis;A2;основание;основа
